Product,Strength
Digoxin  Sopharma,"0,25 mg/ml solution for  injection/infusion"
Digoxin Sopharma,"0,25 mg tablets"
Digoxin-Richter,250 microgras tablets
Dih  Max,1000 mg film - coated  tablets
Dilacor,"sol. inj. 0,250 mg/2 ml  x 6"
Dilatrend,"12,5 mg tablets"
Dilatrend,25 mg tablets
Dilatrend,"6,25 mg tablets"
Dilceren,10 mg/50 ml solution for  infusion
Dilceren  Pro Infusione,sol. inf. 10 mg/50 ml
Dilizolen,2 mg/ml solution for  infusion
Dilorym,"6,25 mg/7,5 mg film - coated  tablets"
Dilorym,"12,5 mg/5 mg film - coated  tablets"
Dilorym,25 mg/5 mg film - coated  tablets
Dilorym,"25 mg/7,5 mg film - coated  tablets"
Dilorym,"12,5 mg/7,5 mg film - coated  tablets"
Dilorym,"6,25 mg/5 mg film - coated  tablets"
Diltiazem  - Tchaikapharma,60 mg prolonged -  release tablets
Diltiazem  - Tchaikapharma,90 mg prolonged -  release tablets
Diltiazem  90 Retard,tabl. prolong 90 mg x 50
Diltiazem  Actavis,60 mg prolonged -  release tablets
Diltiazem  Actavis,60 mg tablets
Diltiazem  Sopharma,60 mg tablets
Dilzem  25 mg Parenteral,powd. inj. 25 mg x 5 +  solv. 5 ml x 5
Dimenbydrinat  Actavis,50 mg tablets
Dimenhydrinat,tabl. 50 mg x 25; x 30
Dimex,syr. 125 ml
Dinarex,"1,5 mg/ml syrup"
Dioflavon,500 mg film - coated  tablets
Dioket,600 mg tablets
Diosmin  Hasco - Lek,1000 mg film - coated  tablets
Diovan,320 mg film - coated  tablets
Diovan,80 mg film - coated  tablets
Diovan,3 mg/ml oral solution
Diovan,160 mg film - coated  tablets
Diovan,40 mg film - coated  tablets
Dipax,"37,5 mg/325 mg film -  coated tablets"
Dipeptiven,200 mg/ml concentrate  for solution for infusion
Diphereline,"powd. inj. 0,1 mg +  solv. x 7"
Diphereline  S.R.,"11,25 mg powder and  solvent for prolonged - release suspension for injection"
Diphereline  S.R.,"3,75 mg powder and  solvent for prolonged - release suspension for injection"
Dipinal,"10 mg capsules, hard"
Dipinal,"5 mg capsules, hard"
Dipperam,5 mg/80 mg film - coated  tablets
Dipperam,5 mg/160 mg film - coated  tablets
Dipperam,10 mg/160 mg film - coated  tablets
Dipperam  HCT,"10 mg/ 160 mg/ 12,5 mg  film-coated tablets"
Dipperam HCT,10 mg/ 160 mg/ 25 mg  film-coated tablets
Dipperam HCT,"5 mg/ 160 mg/ 12,5 mg  film-coated tablets"
Diprivan,10 mg/ml emulsion for  injection/infusion
Diprivan  1%,emul. inj./inf. 10 mg/ml  - 20 ml x 5 ampules; 50 ml x 1 vial; 20 ml; 50 ml x 1 pre-filled syr.
Diprofos,7 mg/ml suspension for  injection
Diprogenta,"0,5 mg/1 mg/g ointment"
Diprogenta,"0,5 mg/1 mg/g cream"
Diprophos,7 mg/ml suspension for  injection
Diprosalic,"0,5 mg / g + 20 mg /  cutaneous solution"
Diprosalic,oint. 15 g
Diprosalic,"0,5 mg/20 mg/g cutaneous  solution"
Diprosalic,"0,5 mg/30 mg/g ointment"
Diprosone,"0,05% cream"
Diprosone,"0,05% ointment"
Dipyridamol  Actavis,200 mg hard prologed -  release capsules
Dironorm,10 mg/5 mg tablets
Dironorm,20 mg/10 mg tablets
Dironorm,20 mg / 5 mg tablets
Diroton,5 mg tablets
Diroton,10 mg tablets
Diroton,"2,5 mg tablets"
Diroton,20 mg tablets
Discus,solution for injection
Diuretidin,"25 mg/12,5 mg tablets"
Dobutamin  Adimeda,sol. inf. 5 mg/ml - 50  ml x 1
"Docetaxel  ""Ebewe""",10 mg/ml concentrate for  solution for infusion
Docetaxel  Actavis,"20 mg/0,5 ml concentrate  and solvent for solution for infusion"
Docetaxel  Actavis,80 mg/ 2 ml concentrate  and solvent for solution for infusion
Docetaxel  Actavis,20 mg/ml concentrate for  solution for infusion
Docetaxel  AqVida,20 mg/ml concetrate for  solution for infusion
Docetaxel  Bulgermed,20 mg/ml concetrate for  solution for infusion
Docetaxel  Ebewe,10 mg/ml concentrate for  solution for infusion
Docetaxel  HAEMATO,20 mg/ml concetrate for  solution for infusion
Docetaxel  Hospira,10 mg/ml concentrate for  solution for infusion
Docetaxel  Lek,10 mg/ ml concentrate  for solution for infusion
Docetaxel  Mylan,40 mg/ml concentrate and  solvent for solution for infusion
Docetaxel Novamed,20 mg/ml concetrate for  solution for infusion
Docetaxel  Pfizer,10 mg/ml concentrate for  solution for infusion
Docetaxel Teva Generics,20 mg powder and solvent  for concentrate for solution for infusion
Docetaxel Teva Generics,80 mg powder and solvent  for concentrate for solution for infusion
Doloproct,1 mg/40 mg suppositories
Doloproct,1 mg/g + 20 mg/g rectal  cream
DOLOREN,200 mg film - coated  tablets
DOLOREN,400 mg film - coated  tablets
Doloxib,60 mg film - coated tablets
Doloxib,90 mg film - coated  tablets
Doloxib,120 mg film - coated  tablets
Doloxib,30 mg film - coated  tablets
Doltard,30 mg prolonged -  release tablets
Dona,1500 mg powder for oral  solution
Donecept,5 mg film - coated  tablets
Donecept,10 mg film - coated  tablets
Donectil,10 mg orodisp. Tablets
Donepezil  Accord,10 mg film - coated tablets
Donepezil  Accord,5 mg film - coated tablets
Donepezil  LPH,10 mg film - coated  tablets
Donepezil  LPH,5 mg film - coated  tablets
Donepezil  Sandoz,10 mg orodispersible  films
Donepezil  Sandoz,5 mg orodispersible  films
Donepezil  Sanovel,5 mg; 10 mg flim-coated  tablets
Donesyn,10 mg film - coated  tablets
Donesyn,5 mg film - coated  tablets
Donopa,"50%/50% v/v medicinal  gas, compressed"
Dopamin  Admeda,conc. for sol. inf. 20  mg/ml - 10 ml x 5
Dopamin  WZF,40 mg/ml concetrate for  solution for infusion
Dopegyt,250 mg tablets
Dopezal,5 mg film - coated  tablets
Dopezal,10 mg film - coated  tablets
Doporison,100 mg/g ointment
Doppelherz  Energie-Tonikum N,oral sol. - 20 ml; 250  ml; 500 ml; 750 ml; 1 000 ml
Dorera  SR,75 mg/650 mg prolonged -  release tablets
Doreta,"37,5 mg/325 mg film - coated  tablets"
Doreta,75 mg/650 mg film -  coated tablets
Doreta  SR,75 mg/650 mg prolonged -  release tables
Dormicum,"7,5 mg film - coated  tablets"
Dormicum,1 mg/ml solution for  injection
Dormicum,5 mg/ml solution for  injection
Dormikind,tablets
Dormiplant,160 mg/80 mg coated  tablets
Dorsolol,"20 mg/ml + 5 mg/ml eye  drops, solution"
DortiZEX,"20 mg/ml + 5 mg/ml eye  drops, solution"
DorZEX,"20 mg/ml eye drops,  solution"
Dorzolol  SD,"20 mg/ml + 5 mg/ml eye  drops, solution"
Dorzoptol,"20 mg/ml + 5 mg/ml eye  drops, solution"
Dorzotimologen,"2 %/0,5 % eye drops,  solution"
Dostinex,"0,5 mg tablets"
Dotagraf,"0,5 mmol/ml solution for  injection"
Dotagraf,"0,5 mmol/ml solution for  injection"
Dotarem,"0,5 mmol/ml solution for  injection in vials"
Dotarem,"0,5 mmol/ml solution for  in pre - filled syringes"
DOTAREM,"0,5 mmol/ml solution for  injection in vials"
DOTAREM,"0,5 mmol/ml solution for  injection in vials (for multiple use)"
DOTAREM,"0,5 mmol/ml solution for  injection in pre - filled syringes"
Doxazosin  - Tchaikapharma,2 mg tablets
Doxazosin  - Tchaikapharma,4 mg tablets
Doxazosin  Aurobindo,1 mg tablets
Doxazosin  Aurobindo,2 mg tablets
Doxazosin  Aurobindo,4 mg tablets
Doxazozin-Tchaikapharma,"2 mg, 4 mg tablets"
Doxiproct,oint. 40 mg/20 mg - 30 g
Doxiproct,40 mg/20 mg/g ointment
Doxiproct  Plus,oint. 40 mg/20 mg/ 250  mg - 20 g
Doxium,"500 mg capsules, hard"
Doxorubicin  Accord,2 mg/ml concetrate for  solution for infusion
Doxorubicin  ACTAVIS,2mg/ml concentrate for  sol. for infusion
Doxorubicin  Ebewe,2 mg/ml concetrate for  solution for infusion
Doxorubicin  Mylan,2 mg/ml powder for  concentrate for solution for infusion
Doxorubicin  Mylan,2 mg/ml concentrate for  solution for infusion
Doxorubicin  Stada,sol. inj. 2 mg/ml - 5  ml; 25 ml; 75 ml
Doxycyclin Actavis,"100 mg capsules, hard"
Doxycyclin  Stada,100 mg dispersible  tablets
Dr.Theiss  Echinacea forte,"75,6 ml/100 ml oral  drops, solution"
Dretacen,1 000 mg film - coated  tablets
Dretacen,250 mg film - coated  tablets
Dretacen,500 mg film - coated  tablets
Driptane,5 mg tablets
Dro  Spaz,20 mg/ml solution for  injection
Dro  Spaz,40 mg tablets
Dro  Spaz,80 mg tablets
Dro Spaz Complex,400 mg/60 mg/40 mg  powder for oral solution in sachet
Drosetil,"0,02 mg/3 mg film - coated  tablets"
Drosetil,"0,03 mg/3 mg film -  coated tablets x 28"
Drospirenone/Ethinylestradiol  Vale,"21+7 3 mg/0,02 mg film -  coated tablets"
Drospirenone/Ethinylestradiol  Vale,"21+7 3 mg/0,03 mg film -  coated tablets"
Drosunal,50 mg coated tablets
DROTAVERIN  DS,20 mg/ml solution for  injection
Drotaverin  VP,20 mg/ml solution for  injection
Druniler,80 mg film - coated  tablets
Druniler,120 mg film - coated  tablets
Drytec,"2,5 - 100 GBq  radionuclide generator"
Duac,10 mg/g + 30 mg/g gel
Dublok,5 mg tablets
Ducressa,"1 mg/ml + 5 mg/ml eye  drops, solution"
Dulasolan,"30 mg hard gastro -  resistant capsules, hard"
Dulasolan,"60 mg hard gastro -  resistant capsules, hard"
Dulcamara - Homaccord,"oral drops, solution"
Dulcolax,10 mg suppositories
Dulcolax,5 mg gastro - resistant  tablets
Dulcolax Pico,"7,5 mg oral drops,  solution"
Dulcosoft,10 g powder for oral  solution in sachet
Dulodet,30 mg gastro - resistant  hard capsules
Dulodet,60 mg gastro - resistant  hard capsules
Duloxetin  Actavis,"20 mg gastro-resistant capsules,hard"
Duloxetin  Actavis,"40 mg gastro-resistant capsules,hard"
Duloxetine  Alvogen,"30 mg gastro - resistant  capsules, hard"
Duloxetine  Alvogen,"60 mg gastro - resistant  capsules, hard"
Duloxetine  Sandoz,"30 mg gastro - resistant  capsules, hard"
Duloxetine  Sandoz,"60 mg gastro - resistant  capsules, hard"
Duloxgamma,"30 mg gastro - resistant  capsules, hard"
Duloxgamma,"60 mg gastro - resistant  capsules, hard"
Duloxi,"30 mg gastro - resistant  capsules, hard"
Duloxi,"60 mg gastro - resistant  capsules, hard"
Duloxi,"20 mg gastro - resistant  capsules, hard"
Duloxi,"40 mg gastro - resistant  capsules, hard"
Dulsevia,90 mg hard gastro -  resistant capsules
Dulsevia,30 mg hard gastro -  resistant capsules
Dulsevia,60 mg hard gastro -  resistant capsules
Dunotrisin,200 mg/245 mg film - coated  tablets
Duodart,"0,5 mg/0,4 mg hard  capsules"
Duodopa,20 mg/ml + 5 mg/ml  intestinal gel
Duokopt,"20 mg/ml + 5 mg/ml eye  drops, solution"
Duomox,250 mg dispersible  tablets
Duomox,1000 mg dispersible tablets
Duomox,750 mg dispersible tablets
Duomox,500 mg dispersible tablets
Duosol  With,4 mmol/1 Potassium  solution for haemofiltration
Duosol  With,2 mmol/1 Potassium  solution for haemofiltration
Duosol Without Potassium,solution for  haemofiltration
Duphalac,67 g/100 ml oral  solution
Duphalac  Fruit,667 mg/ml oral solution
Duphaston,10 mg film - coated tablets
Duracef,1 g dispersible tablets
Duracef,"500 mg capsules, hard"
Duracef,250 mg/5 ml powder for  oral suspension
Dusodril,200 mg prolonged -  release tablets
Dusodril,100 mg hard capsules
Dusopharm,50 mg film - coated  tablets
Duspatalin,"200 mg prolonged - release  capsrles, hard"
Duspatalin,135 mg coated tablets
Duspaverin,135 mg film - coated  tablets
Dutalan,"0,5 mg soft capsules"
Dutamayl,"0,5 mg/0,4 mg hard  capsules"
Dutaprostam,"0,5 mg/0,4 mg hard  capsules"
Dutastcride  Ecopharm,"0,5 mg capsules, soft"
Dutasteride  Accord,"0,5 mg soft capsules"
Dutasteride Cipla,"0,5 mg soft capsules"
Dutasteride  Regiomedica,"0,5 mg soft capsules"
Dutasteride Sandoz,"0,5 mg capsules, soft"
Dutasteride  Teva,"0,5 mg soft capsules"
Dutasteride/Tamuslosin  Accord,"0,5 mg/0,4 mg hard  capsules"
Dutasteride/Tamuslosin  SPM,"0,5 mg/0,4 mg capsules,  hard"
Dutrys,"0, 5 mg capsules, soft"
Dutrzen,"0,5 mg/0,4 mg hard  capsules"
Duxet,"60 mg gastro - resistant  capsules, hard"
Duxet,"30 mg gastro - resistant  capsules, hard"
Dylastine,"137 micrograms/50  micrograms per actuation nasal spray, suspension"
Dymista,"137 micrograms/50  micrograms per actuation nasal spray, suspension"
Dymolin,"137 micrograms/50  micrograms per actuation nasal spray, suspension"
Dynid,5 mg tablets
Dysport,300 U powder for  solution for injection
Dysport,500 U powder for  solution for injection
Dystardis,25  mg tablets
Dyvixarez,"0,5 mg/0,4 mg capsules,  hard"
,
"Одобрени КХП на лекарствени продукти, разрешени за употреба в Р.  България",
,10 mg/ml solution for  injection in pre - filled syringe
,"20 mg/ml solution for  injection, pre - filled syringe"
,2 mg/ml solution for  injection
Ebetrexat,1 g powder for solution  for infusion
Ebetrexat,"2,34 g/100 g syrup"
Ecclepia,"80 g/100 g oral drops,  solution"
Ecdicin,"pastille 88,5 mg x 20; x  40"
Echinacin Juice Madaus,16 % ointment
Echinacin Liquidum Madaus,tabl. 100 mg
Echinacin  Madaus Capsetten,"100 mcg/ dose  pressurised inhalation, solution"
Echinacin  Madaus Salbe,"250 mcg/ dose  pressurised inhalation, solution"
Echinacin  Tablets Madaus,"100 mcg/ dose  pressurised inhalation, solution"
Ecobec,"250 mcg/ dose  pressurised inhalation, solution"
Ecobec,"7,5 mg film - coated  tablets"
Ecobec  Easi-Breathe,"oint. eye - 3,5 g"
Ecobec  Easi-Breathe,drops eye - 5 ml
Ecodorm,cream 1 % x 30 g
Ecolicin  Augensalbe,"0,1 mg/dose pressurised  inhalation, suspension"
Ecolicin  Augentropfen,"0,1 mg/dose pressurised  inhalation, suspension"
Econazole  Sopharma 1 %,30 mg prolonged - release  tablets
Ecosal  Easi - Breathe,"25 mg, 50 mg, 100 mg  film-coated tablets"
Ecosal  Inhaler,1 g powder for solution  for infusion
Ecozid  SR,"tabl. 0,5 mg x 15; x 30;  x 90; x 120; x 180; x 270"
Ecriten,tabl. 1 mg x 15; x 30; x  90; x 120; x 180; x 270
Edicin,tabl. 2 mg x 15; x 30; x  90; x 120; x 180; x 270
Edinimel,tabl. 4 mg x 15; x 30; x  90; x 120; x 180; x 270
Edinimel,5 mg sublingual tablets
Edinimel,10 mg subligual tablets
Edinimel,160 mcg/ 4.5 mcg  inhalacion powder
Edluar,80 mcg/ 4.5 mcg  inhalations powder
Edluar,320 mcg/ 9 mcg/inhaler  powder
Edoflo,4 mg tablets
Edoflo,"150 mg prolonged -  release capsules, hard"
Edoflo,"75 mg prolonged -  release capsules, hard"
Edronax,"37,5 mg prolonged -  release capsules, hard"
Efectin  AR,"75 mg prolonged-release  capsules, hard"
Efectin  AR,"150 mg prolonged -  release capsules, hard"
Efectin  ER,5 mg film - coated tablets
Efectin  ER,"0,5 mg/ml oral solution"
Efectin  ER,"75 mg prolonged -  release capsules, hard"
Efestad,"150 mg prolonged -  release capsules, hard"
Efestad,"150 mg prolonged -  release capsules, hard"
Efexiva,"75 mg prolonged -  release capsules, hard"
Efexiva,80 mg suppositories
Efexiva XR,300 mg suppositories
Efexiva XR,150 mg suppositories
Efferalgan,500 mg effervescent  tablets
Efferalgan,30 mg/ml oral solution
Efferalgan,330 mg/200 mg  effervescent tablets
Efferalgan,tabl. 5 mg x 20
Efferalgan  Pediatric,loz. x 20
Efferalgan  Vitamin C,tabl. buccal x 20
Effortil,30 mg/0.25 mg compressed  lozenges
Efisol,500 mg/100 ml solution for infusion
Efisol,suspension for injection  in pre - filled syringe
Efisol,50 mg/g cream
Efloran,6 mg/ ml concentrate for  solution for infusion
Efluelda,25 mg tablets
Efudix,100 mg tablets
Egilitax,50 mg tablets
Egilok,100 mg prolonged -  release tablets
Egilok,50 mg prolonged -  release tablets
Egilok,190 mg prolonged -  release tablets
Egilok  R,"23,75 mg prolonged -  release tablets"
Egilok  R,"47,5 mg prolonged -  release tablets"
Egilok  Succ,95 mg prolonged -  release tablets
Egilok  Succ,"2,5 mg/2,5 mg hard  capsules"
Egilok  Succ,5 mg/5 mg hard capsules
Egilok  Succ,5 mg/10 mg hard capsules
Egiramlon,10 mg/5 mg hard capsules
Egiramlon,10 mg/10 mg hard  capsules
Egiramlon,"10 mg/ml oral drops,  solution"
Egiramlon,10 mg film - coated  tablets
Egiramlon,1 mg film - coated  tablets
Egirizin,conc. for sol. inf. 20  mg/ml - 2 ml x 1; 2 ml x 5
Egirizin,75 mg film - coated  tablets
Egistrozol,20 mg film - coated tablets
Egitecan,15 mg film - coated tablets
Egitromb,10 mg film - coated tablets
Egolanza,"7,5 mg film - coated tablets"
Egolanza,5 mg film - coated tablets
Egolanza,5 mg tablets
Egolanza,tabl. coat. 10 mg x 50
Egolanza,10 mg/10 mg film-coated  tablets
ELAXA  Pico,20 mg/10 mg film-coated  tablets
Elenium,film - coated tablets
Elernap,5 mg film - coated  tablets
Elernap,10 mg film - coated  tablets
Elevit,20 mg film - coated  tablets
Elicea,5 mg orodispersible  tablets
Elicea,10 mg orodispersible  tablets
Elicea,15 mg orodispersible  tablets
Elicea  Q-Tab,20 mg orodispersible  tablets
Elicea  Q-Tab,10 mg/g cream
Elicea  Q-Tab,"150 mg prolonged - release  capsules, hard"
Elicea  Q-Tab,"37,5 mg prolonged -  release capsules, hard"
Elidel,"75 mg prolonged - release  capsules, hard"
Elify  XR,"22,5 mg powder and  solvent for solution for injection"
Elify  XR,"7,5 mg powder and  solvent for solution for injection"
Elify  XR,45 mg powder and solvent  for solution for injection
Eligard,10 mg film - coated  tablets
Eligard,5 mg film - coated  tablets
Eligard,150 micrograms/30  micrograms coated tablets
Eliscardia,10 mg/2 ml solution for  injection
Eliscardia,spray cut. 10 mg/g - 50  ml; 100 ml
Elisya,"0,1 % cream"
Elitan,"0,1% cutaneous solution"
Elmetacin,"0,1% ointment"
Elocom,"0,02 mg/3 mg film -  coated tablets"
Elocom,5 mg film - coated  tablets
Elocom,10 mg film - coated  tablets
Eloine,15 mg film - coated  tablets
Eloryqa,20 mg film - coated  tablets
Eloryqa,oint x 15 g
Eloryqa,1 mg/50 mg/g ointment
Eloryqa,conc. inf. 5 mg/ml - 10  ml; 20 ml; x 40 ml
Elosalic,powd. inf. 100 mg x 1
Elosalic,50 mg powder for  solution for infusion
Eloxatin,5 mg/ml concentrate for  solution for infusion
Eloxatin,"40 mg gastro - resistant  capsules, hard"
Eloxatin,"20 mg gastro - resistant  capsules, hard"
Eloxatin,tabl. film 8 mg ? 10
Emanera,cream 5%
Emanera,patch ? 2; ? 20
Emetron,500 IU powder and  solvent for solution for infusion
Emla,powd. inf. vial 500 IU +  solv. vial 10 ml x 1
Emla,100 mg/ g gel
Emoclot,24 mg tablets
Emoclot  D.I.,8  mg tablets
Emoxen  Gel,16  mg tablets
Emperin,40 IU/2 ml concetrate  for solution for infusion
Emperin,200 mg/245 mg film -  coated tablets
Emperin,200 mg/245 mg film -  coated tablets
Empressin,emul. cut. - 200 ml
Emtricitabine/Tenofovir  disoproxil Accordpharma,tabl. modif. release x  30; x 100
Emtricitabine/Tenofovir  Sandoz,tabl. modif. release x  30; x 100
Emulsio  Benzyl Benzoate 25%,tabl. modif. release x  30; x 100
Emzok  100 mg,100 mg film - coated  tablets
Emzok  200 mg,25 mg film - coated  tablets
Emzok  50 mg,50 mg film - coated  tablets
Enafilzil,5 mg tablets
Enafilzil,10 mg tablets
Enafilzil,20 mg tablets
Enahexal,10 mg tablets
Enahexal,20 mg tablets
Enahexal,5 mg tablets
Enalapril  - Tchaikapharma,10 mg tablets
Enalapril  - Tchaikapharma,5 mg tablets
Enalapril  - Tchaikapharma,tabl. 10 mg x 20
Enalapril  Actavis,tabl. 20 mg x 20
Enalapril  Actavis,20 mg/10 mg film -  coated tablets
Enalapril  LaborMed Pharma,10 mg/10 mg film - coated  tablets
Enalapril  LaborMed Pharma,"1,25 mg/ml solution for  injection"
Enalapril/Lercanidipine  Accord,10 mg tablets
Enalapril/Lercanidipine  Accord,"2,5 mg tablets"
Enap,"2,5 mg tablets"
Enap,5 mg tablets
Enap,"20 mg/12,5 mg tablets"
Enap,10 mg/25 mg tablets
Enap,"10 mg/12,5 mg tablets"
Enap-HL,200 mg film - coated  tablets
Enap-HL,powder for oral solution
Enap-HL,150 mg gastro -  resistant tablets
ENCAPIA,50 mg coated tablets
Endofalk,200 mg powder for  solution for injection
Endotelon,500 mg powder for  solution for injection
Endoxan,1 g powder for solution  for injection
Endoxan,tabl. prolong 100 mg x  50
Endoxan,sol. rect. - 80 ml; 130  ml; 250 ml
Endoxan,35 mg modified - release  tablets
Enelbin  100 Retard,100 mg tablets
Enema  - Balkan,"10 micrograms/0,5 ml  suspension for injection"
Energotrim,"20 micrograms/1,0 ml  suspension for injection"
Enetra,tabl. x 50 mg
Engerix В,"powd. 125/31,25 mg/5 ml"
Engerix В,"powd. 250/62,5 mg/5 ml"
Engystol,tabl. film 375 mg x 21
Enhancin,tabl. film 625 mg x 21
Enhancin,5 mg tablets
Enhancin,10 mg tablets
Enhancin,20 mg tablets
Enpril,"50 mcg/0,5 mg/g  cutaneous foam"
Enpril,"0,5 mg film - coated tablets"
Enpril,1 mg film - coated tablets
Enstilar,"0,5 mg film - coated tablets"
Entecavir  Alvogen,1 mg film - coated tablets
Entecavir  Alvogen,"0,5 mg film - coated  tablets"
Entecavir  KRKA,1 mg film - coated  tablets
Entecavir  KRKA,100 mg tablets
Entecavir  Pharmascience International Ltd,oral drops sol - 20 ml
Entecavir  Pharmascience International Ltd,250 mg powder for oral  suspension
Entera,250 mg powder for oral  suspension
Enterokind,"250 mg capsules, hard"
Enterol,tabl. film. 1 mg x 14; x  28; x 98
Enterol,chew. tabl. 4 mg x 30
Enterol,chew. tabl. 5 mg x 28; x  30; 56
Enyde,tabl. film 10 mg x 28; x  30; x 56
Eonic,sol. inj. 50 mg/ml - 10  ml x 10; x 100
Eonic,sol. inj. 50 mg/ml - 1  ml x 10; x 100
Eonic,10 mg chewable tablets
Ephedrine  Sopharma,4 mg chewable tablets
Ephedrinum  Hydrochloricum,5 mg chewable tablets
Ephyra,4 mg granules
Ephyra,10 mg film - coated  tablets
