Product,Strength
Cefrom,2 g powder for solution  for injection/infusion
Cefrom,1 g powder for solution  for injection/infusion
Ceftazidim  - MIP,2 g powder for solution  for injection/infusion
Ceftazidim - MIP,l g powder for solution  for injection/infusion
Ceftazidime Aptapharma,2g powder for solution  for injection
Ceftazidime Hospira,1g powder for solution  for injection
Ceftazidime Hospira,2 g powder for solution  for injection
Ceftazidime  Medex,lg powder for solution  for injection
Ceftazidime Medex,l g powder for solution  for injection
Ceftazidime Panpharma,1500 mg powder for  solution for injection
Ceftazidime Panpharma,1 g powder for solution  for injection
Ceftazime  ABR,2 g powder for solution  for injection
Ceftriaxon  - MIP,2 g powder for solution  for injection/infusion
Ceftriaxon - MIP,1 g powder for solution  for injection
Ceftriaxon - MIP,powd. inj. 1 g x 1
Ceftriaxon  - Tchaikapharma,1 g powder for solution  for injection
Ceftriaxon  - Tchaikapharma,2 g powder for solution  for injection
Ceftriaxon  RV,500 mg powder for  solution for injection
Ceftriaxone  Hospira,powd. inj. 1 g x 50; x  100
Ceftriaxone  Hospira,powd. inj. 2 g x 50; x  100
Ceftriaxone  Hospira,2 g powder for solution  for injection
Ceftriaxone  Novamed,1 g powder for solution  for injection
Ceftriaxone  Novamed,"0,25 g powder for  solution for injection"
Ceftriaxone  Panpharma,"0,5 g powder for  solution for injection"
Ceftriaxone Panpharma,2 g powder for solution  for injection/infusion
Ceftriaxone  Romastru,1 g powder for solution  for injection/infusion
Ceftriaxone  Romastru,powd. inj./inf. - 1 000  mg x 1; x 10; x 25; x 50; x 100
Ceftriaxone  Romastru,1 g powder for solution  for injection/infusion
Ceftriaxone  Romastru,powd. inj. 1 g
Ceftriaxone  Sandoz,250 mg film - coated  tablets
Ceftriaxon-Tchaikapharma,500 mg film - coated  tablets
Ceftrin,powd. inj. 750 mg
Cefurocon,powd. inj. 1500 mg
Cefurocon,powd. inj. 1500 mg x 10
Cefuroxim  - HIKMA,125 mg film-coated  tablets
Cefuroxim  - HIKMA,250 mg film-coated  tablets
Cefuroxim  - MIP 1500 mg,500 mg film-coated tablets
Cefuroxim NecLife,750 mg powder for  solution for injection/infusion
Cefuroxim NecLife,"1,5 mg powder for  solution for injection/infusion"
Cefuroxim NecLife,powd. inj. 1 500 mg x  50; x 100
Cefuroxim NecLife,powd. inj. 750 mg x 50;  x 100
Cefuroxim NecLife,powd. inf. 1 500 mg x 10
Cefuroxim  Novamed,powd. inj. 750 mg x 10
Cefuroxim  Novamed,tabl. film. 250 mg x 10
Cefuroxim  Panpharma,tabl. film. 500 mg x 10
Cefuroxim  Panpharma,"1,5 g powder for  solution for injection"
Cefuroxime  - Tchaikapharma,750 mg powder for  solution for injection
Cefuroxime  - Tchaikapharma,"1,5 g powder for  solution for injection"
Cefuroxime  ABR,750 mg powder for  solution for injection
Cefuroxime  ABR,1 500 mg powder for  solution for injection
Cefuroxime  Actavis,750 mg powder for  solution for injection
Cefuroxime Actavis,powd. sol./susp. inj. -  1500 mg x 1; x 5; x 10; x 25; x 50; x 100
Cefuroxime  Panpharma,powd. sol./susp. inj. -  750 mg x 1; x 5; x 10; x 25; x 50; x 100
Cefuroxime  Panpharma,750 mg powder for  solution for injection
Cefuroxime  Sandoz 1 500 mg,1500 mg powder for  solution for injection
Cefuroxime  Sandoz 750 mg,1500 mg powder for  solution for injection
Cefuroxime  Tenamyd,250 mg/5 ml powder for  oral suspension
Cefuroxime  Tenamyd,250 mg/5 ml powder for  oral suspension
Cefuroxim-MIP,250 mg film - coated tablets
Cefzil,500 mg film - coated  tablets
Cefzil,drops - 20 ml
Cefzil,"100 mg capsules, hard"
Cefzil,"200 mg capsules, hard"
Ceglunat,"100 mg capssules, hard"
Celebrex,"200 mg capssules, hard"
Celebrex,"100 mg capsules, hard"
Celecoxib  Ecopharm,"200 mg capsules, hard"
Celecoxib  Ecopharm,"tabl. 0,5 mg x 30"
Celecoxib  Sandoz,drops eye/ear - 5 ml
Celecoxib  Sandoz,solution for organ preservation
Celestone,200 mg powder for  solution for infusion
Celestone  S,1000 mg powder for  solution for infusion
Celsior,"200 mg, powder for  solution for infusion"
Cemcitabine  - Tchaikapharma,"1 g, powder for solution  for infusion"
Cemcitabine  - Tchaikapharma,powd. inj. 250 mg +  solv. x 5
Cemcitabine Accord,100 mg film - coated  tablets
Cemcitabine Accord,200 mg film - coated  tablets
Centrophenoxin,"sol. inj./sol. inf.  215,2 mg/ml - 1 ml x 10; 5 ml x 5; 10 ml x 5"
CentroQueen,"powd. inj. 0,5 mg  pre-dispensed in vial x 1; x 2; x 5"
CentroQueen,"0,5 mg kit for  radiopharmaceutical preparation"
Cerebrolysin,250 mg/150 mg/50 mg tablets
Ceretec,powder for solution for  injection/infusion
Ceretec,powd. susp. 125 mg/5 ml  - 50 ml
Ceridol,powd. susp. 250 mg/5 ml  - 50 ml
Cernevit,250 mg film - coated  tablets
Ceroxim,500 mg film - coated  tablets
Ceroxim,250 mg tablets
Ceroxim,500 mg tablets
Ceroxim,"0,25 mg tablets"
Ceroxim,"0,5 mg tablets"
Ceroxim,"0,75 mg tablets"
Certican,1  mg tablets
Certican,"0,25 mg dispersible  tablets"
Certican,"0,1 mg dispersible  tablets"
Certican,sol. inj. 5 mg/ml - 2 ml  x 10
Certican,10 mg tablets
Certican,500 mg prolonged -  release tablets
Cerucal,"500 mg prolonged -  release capsules, hard"
Cerucal,10 mg film - coated  tablets
Cetebe,1 mg/ml syrup
Cetebe,10 mg film - coated  tablets
Cetirinax,oral sol. 1 mg/ml - 75  ml; 150 ml
Cetiristad,tabl. film 10 mg x 7; x  20; x 50; x 100
Cetiristad,10 mg film - coated  tablets
Cetirizin  Hexal,tabl. coat. 10 mg x 7; x  20
Cetirizin  Hexal,5 mg film - coated  tablets
Cetirizine  Aurobindo,tabl. film 160 mg x 7; x  14; x 28; x 56; x 98; x 280
Cetlertec,tabl. film 40 mg x 7; x  14; x 28; x 56; x 98; x 280
Cezera,tabl. film 80 mg x 7; x  14; x 28; x 56; x 98; x 280
Cezoryn,"0,5 mg hard capsules"
Cezoryn,120 g/l solution for  injection
Cezoryn,drops/liq. inh./sol.  cut. x 5 ml; x 10 ml; x 25 ml
Chantico,200 mg tablets
CHF  - Bulin,5 mg/ml solution for  injection/concentrate for infusion
China-Oel,"7,5 mg/ml solution for  injection/concentrate for infusion"
Chinidin,"tabl. film 0,035 mg\2 mg  1 x 28; 3 x 28"
Chirocaine,"0,035 mg/2 mg film -  coated tablets"
Chirocaine,"250 mg capsules, hard"
Chloe,"0,150 20 mg"
Chloe,tabl. x 50
Chlomitromycin,150 microgramas/ 20mg  tabl.
Chlophadon,150 micrograms tablets
Chlophadon,150 micrograms/ml  solution for injection
Chlophadon,tabl. film 25 mg x 50
Chlophazolin,caps. 250 mg x 20
Chlophazolin,drops ear 5% - 10 ml
Chlorazin,20 mg ointment
Chlornitromycin,oint. eye 10 mg/g - 5 g
Chlornitromycin,oint. eye 2 % - 20 g
Chlornitromycin,20  mg/g ointment
Chlornitromycin,sol. inj. 25 mg; 5 mg x 10; x 100
Chlornitromycin,15 mg film - coated  tablets
Chlornitromycin,15 mg film - coated  tablets
Chlorpromazine  Sopharma,50 mg film - coated  tablets
Chlorprothixen  15 Leciva,50 mg film - coated  tablets
Chlorprothixen 15 Zentiva,oint. - 20 g
Chlorprothixen  50 Leciva,drops - 10 ml ? 1
Chlorprothixen  50 Zentiva,300 mg hard capsules
Chlorquinaldol  H,1500 mg powder for oral  solution
Cholagol,5000 IU powder and  solvent for solution for injection
Choludexan,powder solv. Solut. Inj.
Chondrostad,sol. inj. vial x 1
Choriomon,"1,5 mg tablet"
Choriomon  5000 IU,"250 mg, 500 mg powderfor  solution for infusion"
Chromium  Edta Injection 37 MBq,tabl. film 20 mg x 28
Chrono  72,10 mg film - coated  tablets
Ciatanem,"tabl. film 10 mg/12,5 mg  x 28"
Cibacen,20 mg/25 mg film -  coated tablets
Cibacen,caps. 100 mg x 50; x 100
Cibadrex,caps. 25 mg x 50; x 100
Cibadrex,caps. 50 mg x 50; x 100
Ciclo,100 mg/ml oral solution
Ciclo,100 mg soft capsules
Ciclo,50 mg soft capsules
Ciclosporin  Alkaloid,25 mg soft capsules
Ciclosporin Alkaloid,"10 mg/ml cutaneous  spray, solution"
Ciclosporin Alkaloid,tabl. film 250 mg x 10;  x 20; x 100
Ciclosporin Alkaloid,tabl. film 500 mg x 10;  x 20; x 100
Ciclotau,tabl. film 750 mg x 10;  x 20; x 100
Cifran,500 mg film - coated  tablets
Cifran,500 mg/500 mg powder for  solution for infusion
Cifran,sol. inf. 250 mg/250 mg  - 20 ml x 1; x 5; x 10
Cifran,sol. inf. 500 mg/500 mg  - 20 ml x 1; x 5; x 10
Cilapenem,tabl. 1 x 21; 3 x 21
Cilastem,"0,250 mg/0,035 mg  tablets"
Cilastem,100 mg tablets
Cilest,100 mg tablets
Cilest,100 mg tablets
Cilostazol Galenica,50 mg tablets
Cilostazol  Sandoz,"3 mg/ml eye and ear  drops, solution"
Cilostazol  Stada,tabl. film 200 mg x 100
Cilostazol  Stada,400 mg/250 ml solution  for infusion
Ciloxan,400 mg film - coated  tablets
Cimetidin,30 mg film - coated  tablets
Cimocinox,60 mg film - coated tablets
Cimocinox,90 mg film - coated tablets
Cinacalcet  Accord,30 mg film - coated tablets
Cinacalcet  Accord,90 mg film - coated  tablets
Cinacalcet  Accord,60 mg film - coated  tablets
Cinacalcet  Heaton,30 mg film - coated  tablets
Cinacalcet  Helm,90 mg film - coated tablets
Cinacalcet  Helm,30 mg film - coated tablets
Cinacalcet  Helm,60 mg film - coated tablets
Cinacalcet  Pharmazac,30 mg film - coated tablets
Cinacalcet  Pharmazac,60 mg film - coated tablets
Cinacalcet  Pharmazac,90 mg film - coated tablets
Cinacalcet  Sandoz,60 mg film - coated  tablets
Cinacalcet  Sandoz,90 mg film - coated  tablets
Cinacalcet  Sandoz,30 mg film - coated  tablets
Cinacalcet  Synthon,60 mg film - coated tablets
Cinacalcet  Synthon,90 mg film - coated  tablets
Cinacalcet  Synthon,30 mg film - coated tablets
Cinacalcet  Teva,tablets
Cinacalcet  Teva,tabl. 25 mg x 100
Cinacalcet  Teva,tabl. 25 mg x 50
Cinnabsin,tabl. 25 mg x 50
Cinnarizin,tabl. 25 mg x 50; x 100;  x 2 000
Cinnarizin,tabl. 25 mg x 25; x 50
Cinnarizin  - Inbiotech,25  mg tablets
Cinnarizin  - Pharma,tabl. 25 mg x 50; x 60
Cinnarizin  ?ilve,tabl. 25 mg x 100
Cinnarizin  Actavis,tabl. 25 mg x 50
Cinnarizin  Biomeda,25 mg tablets
Cinnarizin  Unipharm,200 mg/100 ml sol. For  infusion
Cinnarizin  Vramed,200 mg/100 ml solution  for infusion
Cinnarizine  Sopharma,tabl. film 15 mg x 14; x  20; x 28; x 49; x 50; x 56; x 98; x 100; x 200; x 500
Ciphin,tabl. film 20 mg x 14; x  20; x 28; x 49; x 50; x 56; x 98; x 100; x 200; x 500
Ciphin,tabl. film 5 mg x 14; x  20; x 28; x 49; x 50; x 56; x 98; x 100; x 200; x 500
Cipralex,tabl. orodisp. 10 mg x  100
Cipralex,tabl. orodisp. 20 mg x  100
Cipralex,tabl. orodisp. 5 mg x  100
Cipralex,10 mg film-coated  tablets
Cipralex,10 mg orodispersible  tablets
Cipralex,20 mg orodispersible  tablets
Cipralex,250 mg film - coated tablets
Cipralex  MELTZ,500 mg film - coated tablets
Cipralex  MELTZ,100 mg/10 ml concentrate  for solution for infusion
Ciprinol,100 mg/50 ml solution  for infusion
Ciprinol,200 mg/100 ml solution  for infusion
Ciprinol,200 mg/100 ml solution  for infusion
Ciprinol,250 mg film-coated  tablets
Ciprinol,500 mg film-coated  tablets
Ciprinol,sol. inf. 2 mg/ml - 100  ml
Ciprobay,sol. inf. 2 mg/ml - 200  ml
Ciprobay,tabl. modif. release 500  mg x 3
Ciprobay  200,10 mg/ml concentrate for  solution for infusion
Ciprobay  400,tabl. film 500 mg x 10
Ciprobay  XR,"3 mg/ml eye and ear  drops, solution"
Ciproflav,tabl. film 50 mg x 30
Ciprofloxacin,250 mg  film - coated tablets
Ciprofloxacin ABR,500 mg film - coated  tablets
Ciprofloxacin  Actavis,250 mg film - coated tablets
Ciprofloxacin  Actavis,500 mg film - coated tablets
Ciprofloxacin  Actavis,250 mg film - coated tablets
Ciprofloxacin  Alkaloid,500 mg film - coated tablets
Ciprofloxacin  Alkaloid,750 mg film - coated tablets
Ciprofloxacin  Aurobindo,500 mg film - coated  tablets
Ciprofloxacin  Aurobindo,200 mg/100 ml solution  for infusion
Ciprofloxacin  Aurobindo,10 mg/ml concentrate for  solution for infusion
Ciprofloxacin  Ecopharm,500 mg film - coated  tablets
Ciprofloxacin Hikma,250 mg film - coated  tablets
Ciprofloxacin  Sopharma,500 mg film - coated  tablets
Ciprofloxacin  Sopharma,750 mg film - coated  tablets
Ciprolon,2 mg/ml solution for  infusion
Ciprolon,susp. - 50 mg/ml; 100  mg/ml
Ciprolon,"100 mg capsules, soft"
Ciprox,"25 mg capsules, soft"
Ciproxin,"50 mg capsules, soft"
Ciqorin,2 mg/ml solution for  injection/infusion
Ciqorin,"sol. inj./inf. 0,5 mg/ml  - 20 ml; 50 ml; 100 ml; 200 ml"
Ciqorin,1 mg/ml concentrate for  solution for infusion
Cisaxa,"0,5 mg/ml concentrate  for solution for infusion"
Cisplatin,1 mg/ml concentrate for  solution for infusion
Cisplatin  Accord,1 mg/ml concentrate for  solution for infusion
Cisplatin  Ebewe,tabl. film 10 mg x 20; x  30; x 50; x 60; x 90; x 100
Cisplatin  Ebewe,tabl. film 20 mg x 20; x  30; x 50; x 60; x 90; x 100
Cisplatin  Mylan,tabl. film 10 mg x 20; x  30; x 50; x 100
Citalec  10 Zentiva,tabl. film 20 mg x 20; x  30; x 50; x 100
Citalec  20 Zentiva,tabl. film 40 mg x 20; x  30; x 50; x 100
Citalon,20 mg film-coated  tablets
Citalon,250 mg film - coated  tablets
Citalon,500 mg film - coated  tablets
Citalopram  - Vitania,powd. inj. 1 mg + solv.  10 ml
Citeral,granules
Citeral,500 mcg/g ointment
Citomid,tabl. modif. release x  10
Citomix,tabl. x 10
Clarelux,5 mg/120 mg prolonged -  release tablets
Clarinase,"0,5 mmol/ml solution for  injection"
Clarinase,"0,5 mmol/ml solution for  injection in pre - filled syringe"
Clarinase,tabl. film. 500 mg x 20
Clariscan,500 mg powder inj.
Clariscan,250  mg 500 mg
Clarithromycin  - Vitania,250 mg film - coated  tablets
Clarithromycin  ABR,500 mg film - coated  tablets
Clarithromycin  Lek,1 mg/ml syrup
Clarithromycin  Sandoz,10  mg tablets
Clarithromycin  Sandoz,"2,5 mg film - coated  tablets"
Claritine,"3 mg/ml, 6 mg/ml, 9  mg/ml conc. For sol. For injection"
Claritine,500 mg prolonged -  release tablets
Clarzole,1 mg tablets
Clastodron,syr. 1 mcg/ml - 100 ml
Claxirit,"tabl. 0,02 mg x 50"
Clemastin  Actavis,"0,02 mg tablets"
Clenbuterol  Actavis,sol. inh. pres. 250  mcg/dose - 200 dose
Clenbuterol  NIHFI,sol. inh. pres. 50  mcg/dose - 200 dose
Clenbuterol  Sopharma,sol. inh. pres. 250  mcg/dose - 200 dose
Clenil,"0,02 mg/3 mg film -  coated tablets"
Clenil,"0,02 mg/3 mg film-coated  tablets"
Clenil  Jet,25 mg film - coated  tablets
Cleodette,"0,03 mg/3 mg film -  coated tablets"
Cleonita,powd. susp. 125 mg/5 ml  - 100 ml
Cleopa,tabl. film 250 mg x 14
Cleosensa,tabl. film 500 mg x 14
Cleron,"6 000 IU (60 mg)/0,6 ml  solution for injection in pre - filled syringes"
Cleron  250,"8 000 IU (80 mg)/0,8 ml  solution for injection in pre - filled syringes"
Cleron  500,10 000 IU (100 mg)/ml  solution for injection in pre - filled syringes
Clexane,"patch 3,9 mg/12,5 cm2 x  4"
Clexane,"transderm. plastir  estradiol 3,8 mg"
Clexane,50 micrograms /299001394  h transdermal patch
Climara,"patch 7,8 mg/25 cm2"
Climara,2 mg/1 mg coated tablets
Climara,250 mg film-coated  tablets
Climara  Forte,500 mg film-coated  tablets
Climen,500 mg/125 mg film -  coated tablets
Climox,870 mg/125 mg film -  coated tablets
Climox,flim-coated tabl . 125  mg
Climox,300 mg film - coated  tablets
Climox,600 mg film - coated tablets
Climox 878,"300 mg capsules, hard"
Clindamycin  - MIP,"600 mg capsules, hard"
Clindamycin  - MIP,"150 mg capsules, hard"
Clindamycin  ABR,300 mg hard capsules
Clindamycin  ABR,600 mg hard capsules
Clindamycin ABR,"150 mg capsules, hard"
Clindamycin  Actavis,150 mg/ml solution for  injection
Clindamycin  Actavis,300 mg film-coated  tablets
Clindamycin Actavis,150 mg/ml solution for  injection
Clindamycin Kabi,sol. inf. 2 000 ml
Clindamycin-MIP,sol. inf. 2 000 ml
Clindamycin-MIP,emul. inf. 20% - 100 ml;  125 ml; 250 ml; 350 ml; 500 ml; 1 000 ml x 1; x 6; x 12; x 10; x 24
Clinimix  N14G30E,tabl. film 500 mg x 10
Clinimix  N9G20E,"sol. inj. 5 726 anti-Xa  IU/ml - 0,25 ml - 0,6 ml x 5; x 10"
Clinoleic  20% Emulsion for Infusion,sol. inj. 5 726 anti-Xa  IU/ml - 3 ml x 1
Cliprofloxacin,"0,05 mg/g ointment"
Clivarin,1 mg/ml concentrate for  solution for infusion
Clivarin  Pen,1 mg/ml concentrate for  solution for infusion
Clobederm,"2,5 mg/ml oral drops, solution"
Clofarabin  Alvogen,"0,5 mg tablets"
Clofarabine  Sandoz,2 mg tablets
Clonareks,"0,5 mg tablets"
Clonareks,2 mg tablets
Clonareks,75 mg film - coated  tablets
Clonazepam  Floella,75 mg film - coated  tablets
Clonazepam  Floella,75 mg/75 mg film -  coated tablets
Clopez,75 mg /100 mg film -  coated tablets
Clopidocon,75 mg film - coated  tablets
Clopidogre/ASA  Billev,75 mg film - coated  tablets
Clopidogre/ASA  Billev,75 mg film - coated  tablets
Clopidogrel  - Ratiopharrm,75 mg film - coated  tablets
Clopidogrel  Accord,75 mg film - coated  tablets
Clopidogrel  Actavis,75 mg film - coated  tablets
Clopidogrel  AL,75 mg film - coated  tablets
Clopidogrel  Ecopharm,75 mg film - coated  tablets
Clopidogrel  Genericon,75 mg film - coated  tablets
Clopidogrel  GSK,75 mg film - coated  tablets
Clopidogrel  Invent Farma,75 mg film - coated  tablets
Clopidogrel  Jenson,75 mg film - coated  tablets
Clopidogrel  Medico Uno,75 mg film - coated  tablets
Clopidogrel  Pentafarma,75 mg film - coated  tablets
Clopidogrel  Pfizer,75 mg film
Clopidogrel  Romastru,75 mg / 75 mg film - coated
Clopidogrel  Stada,75 mg / 100 mg film -  coated
Clopidogrel  Vale Pharmaceuticals,75 mg film - coated  tablets
Clopidogrel/ASA  Billev,75 mg film - coated  tablets
Clopidogrel/ASA  Billev,tabl. film 75 mg x 14; x  28; x 30; x 50; x 84; x 90; x 100
Clopidostad,tabl. film 75 mg x 14; x  28; x 30; x 50; x 84; x 90; x 100
Clopigamma,75 mg film - coated  tablets
Clopipeg,10 mg film - coated  tablets
Clopithan,200 mg/ml solution for  injection
Clopix,50 mg/ml solution for  injection
Clopixol,tabl. film 75 mg x 14; x  28; x 30; x 50; x 84; x 90; x 100
Clopixol  Depot,50  mg tablets
Clopixol-Acuphase,100 mg vaginal tablets
Cloroden,1 % cream
Clostilbegyt,10 mg /g cream
Clotrimazol,cream 10 mg/g - 25 g; 50  g
Clotrimazol,"0,05% cream"
Clotrimazol  ABR,"0,05% ointment"
Clotrimazol  Hexal,25 mg tablets
Clovate,100 mg tablets
Clovate,200 mg tablets
Clozapine  Accord,250 IU powder and  solvent for solution for injection/infusion
Clozapine  Accord,1250 IU powder and  solvent for solution for injection/infusion
Clozapine  Accord,"2 mg/5 mg/0,625 mg  tablets"
Cluvot,"4 mg/5 mg/12,5 mg  tablets"
Cluvot,"4 mg/10 mg/12,5 mg  tablets"
Co  - Amlessa,"8 mg/5 mg/2,5 mg tablets"
Co  - Amlessa,"8 mg/10 mg/2,5 mg  tablets"
Co  - Amlessa,1 000 mg/60 mg film -  coated tablets
Co  - Amlessa,500 mg/30 mg film -  coated tablets
Co  - Amlessa,"320 mg/12,5 mg film -  coated tablets"
Co  - Codamol,320 mg/25 mg film -  coated tablets
Co  - Codamol,"80 mg/12,5 mg film -  coated tablets"
Co  - Diovan,"160 mg/12,5 mg film -  coated tablets"
Co  - Diovan,160 mg/25 mg film - coated  tablets
Co  - Diovan,"10 mg/12,5 mg tablets"
Co  - Diovan,"20 mg/12,5 mg tablets"
Co  - Diovan,"25 mg/12,5 mg tablets"
Co  - Diroton,"50 mg/12,5 mg film -  coated tablets"
Co  - Diroton,"150 mg/12,5 mg film -  coated tablets"
Co - Enalapril - Tchaikapharma,"150 mg/12,5 mg tablets"
Co  - Hypertonic,"300 mg/12,5 mg tablets"
Co  - Ibersan,300 mg/25 mg film -  coated tablets
Co  - Irbec,"300 mg/12,5 mg film -  coated tablets"
Co  - Irbec,"300 mg/12,5 mg film -  coated tablets"
Co  - Irbesan,"150 mg/12,5 mg film -  coated tablets"
Co  - Irbesan,"10 mg/12,5 mg tablets"
CO  - Irbesso,"20 mg/12,5 mg tablets"
CO  - Irbesso,"40 mg/12,5 mg film -  coated tablets"
Co  - Linipril,40 mg/25 mg film -  coated tablets
Co  - Linipril,20 mg/25 mg film -  coated tablets
Co  - Olimestra,"20 mg/12,5 mg film -  coated tablets"
Co  - Olimestra,"2 mg/0,625 mg tablets"
Co  - Olimestra,"4 mg/1,25 mg tablets"
Co  - Olimestra,"2 mg/0,625 mg tablets"
Co  - Paxene,"4 mg/1,25 mg tablets"
Co  - Paxene,"8 mg/2,5 mg tablets"
Co  - Prenessa,20 mg/6 mg tablets
Co  - Prenessa,"20 mg/12,5 mg tablets"
Co  - Prenessa,"80 mg/12,5 mg film -  coated tablets"
Co  - Renapril,160 mg/25 mg film -  coated tablets
Co  - Renapril,"40 mg/12,5 mg tablets"
Co - Sartoval,"80 mg/12,5 mg tablets"
Co - Sartoval,80 mg/25 mg tablets
Co  - Telsart,160 mg/25 mg film -  coated tablets
Co  - Telsart,"80 mg/12,5 mg film -  coated tablets"
Co  - Telsart,160 mg/25 mg film -  coated tablets
Co  - Valsacor,"80 mg/12,5 mg film -  coated tablets"
Co  - Valsacor,"320 mg/12,5 mg film -  coated tablets"
Co  - Valsacor,320 mg/25 mg film -  coated tablets
Co  - Valsacor,160 mg/25 mg film -  coated tablets
Co  - Valsacor,"160 mg/12,5 mg film -  coated tablets"
Co  - Valsacor,"160 mg/12,5 mg film -  coated tablets"
Co  - Valstor,"320 mg/12,5 mg film -  coated tablets"
Co  - Valstor,"2 mg/5 mg/0,625 mg tab"
Co  -Valsacor,"4 mg/10 mg/1,25 mg  tablets"
Co  -Valsacor,"4 mg/5 mg/1,25 mg  tablets"
Co-Amlessa,"8 mg/10 mg/2,5 mg  tablets"
Co-Amlessa,"8 mg/5 mg/2,5 mg tablets"
Co-Amlessa,"12,5 mg coated tablets"
Co-Amlessa,"8 mg/12,5 mg tablets"
Co-Amlessa,"16 mg/12,5 mg tablets"
Coaxil,tablets
Cocandesargen,500/30 mg film - coated tablets
Cocandesargen,1000/60 mg film - coated  tablets
